,orighiredate_key,age,length_of_service,gender_full,STATUS_YEAR,STATUS,BUSINESS_UNIT,is_corporate,is_service,city_emp_pop
14907,2570.0,53,19,1,2015,1,0,0,1,219
14917,2570.0,53,19,1,2015,1,0,0,1,624
14927,2570.0,53,19,0,2015,1,0,0,1,624
14937,2572.0,53,19,0,2015,1,0,0,1,305
14947,2574.0,53,19,1,2015,1,0,0,1,65
14965,2576.0,53,19,0,2015,1,0,0,1,305
14979,2577.0,53,19,0,2015,1,0,0,1,403
14989,2579.0,53,19,1,2015,1,0,0,1,147
14999,2579.0,53,19,1,2015,1,0,0,1,1392
15009,2580.0,53,19,1,2015,1,0,0,1,1392
15019,2580.0,53,19,0,2015,1,0,0,1,624
15029,2580.0,53,19,1,2015,1,0,0,1,403
15043,2582.0,53,19,0,2015,1,0,0,1,1392
15053,2583.0,53,19,0,2015,1,0,0,1,147
15063,2584.0,53,19,0,2015,1,0,0,1,624
15073,2585.0,53,19,1,2015,1,0,0,1,67
15087,2588.0,53,19,0,2015,1,0,0,1,267
15101,2593.0,53,19,0,2015,1,0,0,1,160
15111,2595.0,53,19,0,2015,1,0,0,1,118
15121,2597.0,53,19,1,2015,1,0,0,1,67
15131,2597.0,53,19,1,2015,1,0,0,1,147
15142,2601.0,53,19,1,2015,1,0,0,1,1392
15152,2602.0,53,19,0,2015,1,0,0,1,90
15162,2602.0,53,19,1,2015,1,0,0,1,624
15172,2604.0,53,19,1,2015,1,0,0,1,89
15186,2606.0,53,19,0,2015,1,0,0,1,1392
15196,2608.0,53,19,0,2015,1,0,0,1,481
15206,2609.0,53,19,1,2015,1,0,0,1,109
15216,2611.0,53,19,0,2015,1,0,0,1,264
15238,2616.0,53,19,1,2015,1,0,0,1,1392
15248,2617.0,53,19,0,2015,1,0,0,1,94
15258,2617.0,53,19,1,2015,1,0,0,1,264
15268,2617.0,53,19,1,2015,1,0,0,1,176
15278,2619.0,53,19,0,2015,1,0,0,1,481
15288,2620.0,53,19,1,2015,1,0,0,1,481
15298,2624.0,53,19,1,2015,1,0,0,1,624
15308,2625.0,53,19,0,2015,1,0,0,1,481
15318,2626.0,53,19,1,2015,1,0,0,1,101
15328,2627.0,53,19,0,2015,1,0,0,1,109
15342,2633.0,53,19,1,2015,1,0,0,1,84
15352,2634.0,53,19,0,2015,1,0,0,1,160
15362,2634.0,53,19,0,2015,1,0,0,1,176
15380,2635.0,53,19,1,2015,1,0,0,1,1392
15390,2636.0,53,19,1,2015,1,0,0,1,197
15400,2636.0,53,19,1,2015,1,0,0,1,1392
15411,2637.0,53,19,0,2015,1,0,0,1,305
15421,2637.0,53,19,0,2015,1,0,0,1,624
15431,2639.0,53,19,0,2015,1,0,0,1,258
15441,2642.0,53,19,1,2015,1,0,0,1,258
15451,2643.0,53,19,1,2015,1,0,0,1,624
15461,2645.0,53,19,1,2015,1,0,0,1,118
15471,2646.0,53,19,0,2015,1,0,0,1,258
15481,2647.0,53,19,0,2015,1,0,0,1,624
15491,2648.0,53,19,1,2015,1,0,0,1,624
15505,2650.0,53,19,0,2015,1,0,0,1,219
15515,2650.0,53,19,0,2015,1,0,0,1,481
15525,2651.0,53,19,0,2015,1,0,0,1,176
15535,2652.0,53,19,0,2015,1,0,0,1,197
15553,2655.0,53,19,1,2015,1,0,0,1,1392
15563,2656.0,53,19,1,2015,1,0,0,1,624
15573,2659.0,53,19,1,2015,1,0,0,1,624
15583,2659.0,53,19,1,2015,1,0,0,1,121
15593,2660.0,53,19,1,2015,1,0,0,1,264
15607,2660.0,53,19,1,2015,1,0,0,1,67
15617,2663.0,53,19,1,2015,1,0,0,1,264
15633,2668.0,53,19,1,2015,1,0,0,1,1392
15643,2672.0,53,19,0,2015,1,0,0,1,1392
15653,2673.0,53,19,0,2015,1,0,0,1,258
15663,2674.0,53,19,1,2015,1,0,0,1,160
15673,2676.0,53,19,1,2015,1,0,0,1,1392
15683,2677.0,53,19,1,2015,1,0,0,1,624
15693,2679.0,53,19,0,2015,1,0,0,1,219
15707,2681.0,53,19,0,2015,1,0,0,1,1392
15717,2682.0,53,19,1,2015,1,0,0,1,197
15727,2685.0,53,18,0,2015,1,0,0,1,197
15737,2685.0,53,18,1,2015,1,0,0,1,481
15751,2687.0,53,18,0,2015,1,0,0,1,403
15765,2688.0,53,18,1,2015,1,0,0,1,1392
15779,2689.0,53,18,0,2015,1,0,0,1,94
15789,2689.0,53,18,1,2015,1,0,0,1,1392
15799,2690.0,53,18,1,2015,1,0,0,1,118
15809,2692.0,53,18,1,2015,1,0,0,1,403
15823,2696.0,53,18,1,2015,1,0,0,1,264
15833,2698.0,53,18,1,2015,1,0,0,1,624
15847,2699.0,53,18,1,2015,1,0,0,1,403
15861,2701.0,52,18,0,2015,1,0,0,1,624
15884,2705.0,52,18,1,2015,1,0,0,1,481
15898,2706.0,52,18,0,2015,1,0,0,1,1392
15908,2708.0,52,18,0,2015,1,0,0,1,176
15918,2709.0,52,18,1,2015,1,0,0,1,1392
15928,2709.0,52,18,0,2015,1,0,0,1,305
15938,2710.0,52,18,1,2015,1,0,0,1,118
15948,2710.0,52,18,1,2015,1,0,0,1,624
15958,2711.0,52,18,1,2015,1,0,0,1,39
15968,2712.0,52,18,1,2015,1,0,0,1,1392
15978,2714.0,52,18,1,2015,1,0,0,1,624
15988,2717.0,52,18,0,2015,1,0,0,1,264
15998,2724.0,52,18,1,2015,1,0,0,1,109
16008,2724.0,52,18,1,2015,1,0,0,1,160
16018,2725.0,52,18,1,2015,1,0,0,1,219
16032,2729.0,52,18,0,2015,1,0,0,1,624
16042,2730.0,52,18,0,2015,1,0,0,1,481
16052,2731.0,52,18,0,2015,1,0,0,1,176
16066,2732.0,52,18,0,2015,1,0,0,1,624
16076,2733.0,52,18,1,2015,1,0,0,1,219
16086,2734.0,52,18,1,2015,1,0,0,1,267
16112,2735.0,52,18,1,2015,1,0,0,1,94
16122,2738.0,52,18,1,2015,1,0,0,1,118
16132,2739.0,52,18,0,2015,1,0,0,1,1392
16155,2745.0,52,18,1,2015,1,0,0,1,305
16165,2746.0,52,18,1,2015,1,0,0,1,264
16175,2746.0,52,18,1,2015,1,0,0,1,1392
16185,2748.0,52,18,0,2015,1,0,0,1,403
16195,2750.0,52,18,1,2015,1,0,0,1,403
16209,2751.0,52,18,0,2015,1,0,0,1,403
16227,2755.0,52,18,1,2015,1,0,0,1,1392
16237,2755.0,52,18,0,2015,1,0,0,1,67
16247,2755.0,52,18,1,2015,1,0,0,1,403
16257,2755.0,52,18,0,2015,1,0,0,1,109
16275,2759.0,52,18,1,2015,1,0,0,1,160
16285,2760.0,52,18,0,2015,1,0,0,1,624
16295,2761.0,52,18,0,2015,1,0,0,1,258
16305,2764.0,52,18,1,2015,1,0,0,1,89
16319,2767.0,52,18,1,2015,1,0,0,1,305
16329,2768.0,52,18,0,2015,1,0,0,1,1392
16339,2769.0,52,18,1,2015,1,0,0,1,624
16349,2770.0,52,18,1,2015,1,0,0,1,624
16359,2774.0,52,18,1,2015,1,0,0,1,305
16369,2779.0,52,18,0,2015,1,0,0,1,1392
16383,2781.0,52,18,0,2015,1,0,0,1,481
16393,2781.0,52,18,0,2015,1,0,0,1,264
16403,2782.0,52,18,0,2015,1,0,0,1,1392
16417,2786.0,52,18,1,2015,1,0,0,1,94
16427,2788.0,52,18,0,2015,1,0,0,1,624
16437,2790.0,52,18,0,2015,1,0,0,1,147
16447,2791.0,52,18,0,2015,1,0,0,1,403
16457,2793.0,52,18,0,2015,1,0,0,1,176
16471,2795.0,52,18,1,2015,1,0,0,1,1392
16481,2796.0,52,18,1,2015,1,0,0,1,197
16491,2796.0,52,18,0,2015,1,0,0,1,1392
16505,2798.0,52,18,0,2015,1,0,0,1,176
16515,2799.0,52,18,0,2015,1,0,0,1,624
16525,2800.0,52,18,0,2015,1,0,0,1,1392
16535,2800.0,52,18,0,2015,1,0,0,1,624
16545,2803.0,52,18,0,2015,1,0,0,1,1392
16555,2804.0,52,18,0,2015,1,0,0,1,624
16569,2809.0,52,18,1,2015,1,0,0,1,1392
16579,2812.0,52,18,0,2015,1,0,0,1,481
16589,2812.0,52,18,0,2015,1,0,0,1,39
16599,2815.0,52,18,0,2015,1,0,0,1,305
16609,2817.0,52,18,0,2015,1,0,0,1,1392
16628,2820.0,52,18,0,2015,1,0,0,1,118
16638,2820.0,52,18,0,2015,1,0,0,1,481
16652,2821.0,52,18,0,2015,1,0,0,1,67
16662,2821.0,52,18,0,2015,1,0,0,1,258
16672,2831.0,52,18,1,2015,1,0,0,1,624
16682,2831.0,52,18,0,2015,1,0,0,1,258
16692,2832.0,52,18,0,2015,1,0,0,1,267
16706,2835.0,52,18,1,2015,1,0,0,1,481
16716,2835.0,52,18,1,2015,1,0,0,1,264
16726,2836.0,52,18,0,2015,1,0,0,1,481
16740,2837.0,52,18,0,2015,1,0,0,1,305
16751,2838.0,52,18,0,2015,1,0,0,1,403
16761,2840.0,52,18,0,2015,1,0,0,1,67
16771,2841.0,52,18,1,2015,1,0,0,1,403
16781,2843.0,52,18,1,2015,1,0,0,1,305
16791,2843.0,52,18,1,2015,1,0,0,1,160
16801,2846.0,52,18,1,2015,1,0,0,1,267
16815,2847.0,52,18,1,2015,1,0,0,1,1392
16825,2847.0,52,18,0,2015,1,0,0,1,258
16835,2847.0,52,18,0,2015,1,0,0,1,109
16845,2847.0,52,18,1,2015,1,0,0,1,1392
16855,2849.0,52,18,0,2015,1,0,0,1,258
16869,2851.0,52,18,0,2015,1,0,0,1,1392
16879,2851.0,52,18,0,2015,1,0,0,1,121
16893,2859.0,52,18,0,2015,1,0,0,1,121
16903,2860.0,52,18,1,2015,1,0,0,1,1392
16913,2861.0,52,18,0,2015,1,0,0,1,403
16923,2863.0,52,18,1,2015,1,0,0,1,624
16937,2865.0,52,18,0,2015,1,0,0,1,84
16951,2867.0,52,18,0,2015,1,0,0,1,176
16961,2869.0,52,18,0,2015,1,0,0,1,89
16971,2871.0,52,18,0,2015,1,0,0,1,1392
16986,2879.0,52,18,1,2015,1,0,0,1,121
16996,2880.0,52,18,1,2015,1,0,0,1,264
17006,2880.0,52,18,0,2015,1,0,0,1,90
17021,2880.0,52,18,1,2015,1,0,0,1,1392
17031,2882.0,52,18,1,2015,1,0,0,1,197
17041,2883.0,52,18,1,2015,1,0,0,1,403
17056,2884.0,52,18,0,2015,1,0,0,1,267
17066,2886.0,52,18,1,2015,1,0,0,1,219
17076,2889.0,52,18,0,2015,1,0,0,1,101
17086,2890.0,52,18,0,2015,1,0,0,1,1392
17096,2891.0,52,18,1,2015,1,0,0,1,1392
17106,2894.0,51,18,1,2015,1,0,0,1,81
17116,2896.0,51,18,1,2015,1,0,0,1,197
17126,2896.0,51,18,0,2015,1,0,0,1,118
17136,2900.0,51,18,0,2015,1,0,0,1,121
17146,2901.0,51,18,0,2015,1,0,0,1,1392
17156,2901.0,51,18,0,2015,1,0,0,1,264
17166,2902.0,51,18,0,2015,1,0,0,1,481
17181,2903.0,51,18,1,2015,1,0,0,1,219
17191,2904.0,51,18,0,2015,1,0,0,1,624
17206,2909.0,51,18,1,2015,1,0,0,1,197
17221,2910.0,51,18,1,2015,1,0,0,1,403
17241,2913.0,51,18,1,2015,1,0,0,1,1392
17256,2914.0,51,18,1,2015,1,0,0,1,197
17281,2916.0,51,18,1,2015,1,0,0,1,1392
17291,2918.0,51,18,0,2015,1,0,0,1,1392
17301,2921.0,51,18,1,2015,1,0,0,1,109
17311,2922.0,51,18,1,2015,1,0,0,1,160
17321,2928.0,51,18,1,2015,1,0,0,1,72
17331,2928.0,51,18,1,2015,1,0,0,1,624
17341,2930.0,51,18,1,2015,1,0,0,1,481
17351,2932.0,51,18,1,2015,1,0,0,1,403
17361,2932.0,51,18,0,2015,1,0,0,1,267
17376,2934.0,51,18,1,2015,1,0,0,1,481
17386,2941.0,51,18,0,2015,1,0,0,1,258
17396,2944.0,51,18,0,2015,1,0,0,1,197
17406,2948.0,51,18,0,2015,1,0,0,1,481
17416,2949.0,51,18,0,2015,1,0,0,1,481
17432,2950.0,51,18,0,2015,1,0,0,1,1392
17442,2950.0,51,18,0,2015,1,0,0,1,624
17460,2953.0,51,18,1,2015,1,0,0,1,624
17470,2953.0,51,18,0,2015,1,0,0,1,403
17480,2953.0,51,18,1,2015,1,0,0,1,264
17490,2954.0,51,18,0,2015,1,0,0,1,481
17500,2955.0,51,18,1,2015,1,0,0,1,403
17518,2957.0,51,18,1,2015,1,0,0,1,264
17528,2958.0,51,18,0,2015,1,0,0,1,176
17538,2960.0,51,18,1,2015,1,0,0,1,65
17548,2960.0,51,18,1,2015,1,0,0,1,305
17558,2961.0,51,18,1,2015,1,0,0,1,264
17568,2962.0,51,18,0,2015,1,0,0,1,118
17578,2963.0,51,18,0,2015,1,0,0,1,67
17588,2963.0,51,18,1,2015,1,0,0,1,624
17598,2964.0,51,18,1,2015,1,0,0,1,403
17608,2964.0,51,18,1,2015,1,0,0,1,1392
17618,2969.0,51,18,1,2015,1,0,0,1,624
17628,2970.0,51,18,1,2015,1,0,0,1,176
17638,2972.0,51,18,0,2015,1,0,0,1,267
17648,2972.0,51,18,0,2015,1,0,0,1,90
17658,2972.0,51,18,0,2015,1,0,0,1,481
17668,2973.0,51,18,0,2015,1,0,0,1,481
17678,2974.0,51,18,1,2015,1,0,0,1,1392
17688,2974.0,51,18,0,2015,1,0,0,1,219
17698,2976.0,51,18,1,2015,1,0,0,1,197
17708,2978.0,51,18,1,2015,1,0,0,1,305
17718,2981.0,51,18,0,2015,1,0,0,1,160
17728,2983.0,51,18,0,2015,1,0,0,1,1392
17738,2984.0,51,18,1,2015,1,0,0,1,1392
17748,2985.0,51,18,1,2015,1,0,0,1,1392
17758,2986.0,51,18,1,2015,1,0,0,1,197
17768,2988.0,51,18,1,2015,1,0,0,1,89
17778,2989.0,51,18,0,2015,1,0,0,1,121
17788,2990.0,51,18,0,2015,1,0,0,1,81
17798,2994.0,51,18,1,2015,1,0,0,1,197
17808,2994.0,51,18,0,2015,1,0,0,1,1392
17818,2994.0,51,18,1,2015,1,0,0,1,1392
17828,2995.0,51,18,0,2015,1,0,0,1,305
17838,2995.0,51,18,1,2015,1,0,0,1,481
17848,2996.0,51,18,0,2015,1,0,0,1,267
17858,3001.0,51,18,1,2015,1,0,0,1,1392
17873,3002.0,51,18,1,2015,1,0,0,1,1392
17888,3003.0,51,18,0,2015,1,0,0,1,81
17898,3004.0,51,18,1,2015,1,0,0,1,305
17908,3006.0,51,18,0,2015,1,0,0,1,1392
17918,3007.0,51,18,1,2015,1,0,0,1,1392
17928,3009.0,51,18,0,2015,1,0,0,1,160
17938,3012.0,51,18,0,2015,1,0,0,1,1392
17948,3015.0,51,18,0,2015,1,0,0,1,118
17963,3015.0,51,18,0,2015,1,0,0,1,624
17983,3019.0,51,18,1,2015,1,0,0,1,624
18002,3022.0,51,18,0,2015,1,0,0,1,1392
18012,3025.0,51,18,1,2015,1,0,0,1,1392
18024,3028.0,51,18,0,2015,1,0,0,1,1392
18034,3028.0,51,18,1,2015,1,0,0,1,1392
18044,3029.0,51,18,1,2015,1,0,0,1,264
18054,3030.0,51,18,1,2015,1,0,0,1,1392
18064,3031.0,51,18,0,2015,1,0,0,1,624
18074,3032.0,51,18,0,2015,1,0,0,1,72
18089,3033.0,51,18,0,2015,1,0,0,1,1392
18104,3036.0,51,18,1,2015,1,0,0,1,1392
18114,3041.0,51,18,0,2015,1,0,0,1,305
18124,3042.0,51,18,0,2015,1,0,0,1,1392
18134,3042.0,51,18,1,2015,1,0,0,1,109
18144,3042.0,51,18,1,2015,1,0,0,1,84
18162,3043.0,51,18,0,2015,1,0,0,1,219
18172,3043.0,51,18,1,2015,1,0,0,1,264
18187,3045.0,51,18,0,2015,1,0,0,1,1392
18197,3045.0,51,18,0,2015,1,0,0,1,1392
18207,3046.0,51,18,1,2015,1,0,0,1,1392
18217,3046.0,51,18,1,2015,1,0,0,1,197
18227,3048.0,51,17,0,2015,1,0,0,1,267
18237,3049.0,51,17,0,2015,1,0,0,1,1392
18261,3054.0,51,17,1,2015,1,0,0,1,481
18271,3057.0,51,17,1,2015,1,0,0,1,1392
18281,3057.0,51,17,1,2015,1,0,0,1,403
18301,3062.0,51,17,0,2015,1,0,0,1,118
18311,3062.0,51,17,1,2015,1,0,0,1,264
18321,3065.0,51,17,0,2015,1,0,0,1,305
18331,3065.0,51,17,1,2015,1,0,0,1,101
18344,3066.0,51,17,1,2015,1,0,0,1,1392
18354,3067.0,51,17,1,2015,1,0,0,1,1392
18364,3068.0,51,17,1,2015,1,0,0,1,94
18374,3068.0,51,17,0,2015,1,0,0,1,481
18384,3069.0,51,17,0,2015,1,0,0,1,481
18399,3072.0,51,17,0,2015,1,0,0,1,1392
18414,3074.0,51,17,1,2015,1,0,0,1,624
18429,3074.0,51,17,0,2015,1,0,0,1,67
18439,3075.0,51,17,1,2015,1,0,0,1,264
18449,3075.0,51,17,1,2015,1,0,0,1,109
18459,3076.0,51,17,0,2015,1,0,0,1,90
18469,3078.0,51,17,1,2015,1,0,0,1,481
18486,3079.0,51,17,0,2015,1,0,0,1,65
18496,3080.0,51,17,1,2015,1,0,0,1,94
18506,3080.0,51,17,0,2015,1,0,0,1,65
18516,3081.0,51,17,1,2015,1,0,0,1,1392
18526,3081.0,51,17,1,2015,1,0,0,1,267
18536,3083.0,51,17,1,2015,1,0,0,1,1392
18546,3088.0,50,17,0,2015,1,0,0,1,624
18556,3090.0,50,17,1,2015,1,0,0,1,403
18566,3093.0,50,17,1,2015,1,0,0,1,84
18595,3106.0,50,17,1,2015,1,0,0,1,267
18605,3107.0,50,17,0,2015,1,0,0,1,267
18615,3110.0,50,17,0,2015,1,0,0,1,264
18625,3111.0,50,17,1,2015,1,0,0,1,94
18635,3113.0,50,17,1,2015,1,0,0,1,267
18645,3113.0,50,17,1,2015,1,0,0,1,160
18655,3114.0,50,17,1,2015,1,0,0,1,1392
18665,3115.0,50,17,1,2015,1,0,0,1,305
18675,3115.0,50,17,0,2015,1,0,0,1,160
18685,3116.0,50,17,1,2015,1,0,0,1,72
18695,3117.0,50,17,0,2015,1,0,0,1,403
18705,3117.0,50,17,1,2015,1,0,0,1,67
18715,3118.0,50,17,0,2015,1,0,0,1,267
18725,3119.0,50,17,1,2015,1,0,0,1,176
18735,3122.0,50,17,0,2015,1,0,0,1,264
18750,3127.0,50,17,1,2015,1,0,0,1,305
18760,3130.0,50,17,1,2015,1,0,0,1,624
18770,3131.0,50,17,0,2015,1,0,0,1,481
18789,3138.0,50,17,0,2015,1,0,0,1,160
18799,3146.0,50,17,0,2015,1,0,0,1,84
18809,3146.0,50,17,1,2015,1,0,0,1,1392
18819,3146.0,50,17,1,2015,1,0,0,1,39
18829,3146.0,50,17,0,2015,1,0,0,1,267
18844,3150.0,50,17,1,2015,1,0,0,1,197
18854,3151.0,50,17,1,2015,1,0,0,1,1392
18869,3154.0,50,17,0,2015,1,0,0,1,267
18879,3154.0,50,17,1,2015,1,0,0,1,624
18889,3154.0,50,17,1,2015,1,0,0,1,1392
18899,3155.0,50,17,1,2015,1,0,0,1,624
18909,3157.0,50,17,0,2015,1,0,0,1,267
18919,3158.0,50,17,1,2015,1,0,0,1,481
18929,3159.0,50,17,0,2015,1,0,0,1,305
18939,3162.0,50,17,0,2015,1,0,0,1,121
18949,3163.0,50,17,1,2015,1,0,0,1,305
18959,3167.0,50,17,0,2015,1,0,0,1,624
18969,3167.0,50,17,0,2015,1,0,0,1,197
18979,3167.0,50,17,0,2015,1,0,0,1,1392
18994,3174.0,50,17,0,2015,1,0,0,1,65
19004,3176.0,50,17,1,2015,1,0,0,1,258
19014,3176.0,50,17,1,2015,1,0,0,1,267
19031,3179.0,50,17,0,2015,1,0,0,1,101
19041,3179.0,50,17,0,2015,1,0,0,1,624
19051,3179.0,50,17,1,2015,1,0,0,1,1392
19061,3180.0,50,17,1,2015,1,0,0,1,147
19071,3180.0,50,17,1,2015,1,0,0,1,1392
19095,3185.0,50,17,0,2015,1,0,0,1,624
19105,3186.0,50,17,0,2015,1,0,0,1,1392
19115,3187.0,50,17,1,2015,1,0,0,1,18
19125,3189.0,50,17,0,2015,1,0,0,1,118
19135,3190.0,50,17,0,2015,1,0,0,1,1392
19145,3193.0,50,17,1,2015,1,0,0,1,258
19155,3193.0,50,17,1,2015,1,0,0,1,219
19170,3194.0,50,17,1,2015,1,0,0,1,264
19180,3194.0,50,17,0,2015,1,0,0,1,1392
19190,3194.0,50,17,0,2015,1,0,0,1,258
19200,3195.0,50,17,1,2015,1,0,0,1,1392
19215,3197.0,50,17,0,2015,1,0,0,1,481
19230,3199.0,50,17,1,2015,1,0,0,1,1392
19240,3200.0,50,17,1,2015,1,0,0,1,624
19250,3201.0,50,17,1,2015,1,0,0,1,305
19260,3201.0,50,17,1,2015,1,0,0,1,403
19270,3202.0,50,17,0,2015,1,0,0,1,624
19280,3204.0,50,17,0,2015,1,0,0,1,403
19290,3205.0,50,17,1,2015,1,0,0,1,1392
19300,3206.0,50,17,0,2015,1,0,0,1,1392
19310,3208.0,50,17,1,2015,1,0,0,1,176
19320,3208.0,50,17,1,2015,1,0,0,1,219
19330,3209.0,50,17,0,2015,1,0,0,1,81
19340,3210.0,50,17,0,2015,1,0,0,1,1392
19350,3211.0,50,17,1,2015,1,0,0,1,197
19360,3211.0,50,17,1,2015,1,0,0,1,118
19370,3211.0,50,17,1,2015,1,0,0,1,90
19380,3213.0,50,17,1,2015,1,0,0,1,1392
19390,3215.0,50,17,0,2015,1,0,0,1,1392
19410,3220.0,50,17,1,2015,1,0,0,1,1392
19420,3220.0,50,17,0,2015,1,0,0,1,624
19430,3221.0,50,17,1,2015,1,0,0,1,118
19443,3222.0,50,17,0,2015,1,0,0,1,1392
19463,3225.0,50,17,1,2015,1,0,0,1,147
19473,3228.0,50,17,1,2015,1,0,0,1,403
19483,3230.0,50,17,1,2015,1,0,0,1,624
19493,3231.0,50,17,0,2015,1,0,0,1,81
19503,3231.0,50,17,0,2015,1,0,0,1,481
19523,3235.0,50,17,0,2015,1,0,0,1,624
19533,3235.0,50,17,1,2015,1,0,0,1,219
19543,3235.0,50,17,0,2015,1,0,0,1,1392
19553,3237.0,50,17,1,2015,1,0,0,1,264
19563,3238.0,50,17,1,2015,1,0,0,1,481
19573,3238.0,50,17,0,2015,1,0,0,1,1392
19589,3242.0,50,17,0,2015,1,0,0,1,403
19599,3248.0,50,17,1,2015,1,0,0,1,305
19610,3249.0,50,17,0,2015,1,0,0,1,160
19620,3250.0,50,17,0,2015,1,0,0,1,481
19630,3251.0,50,17,1,2015,1,0,0,1,1392
19647,3252.0,50,17,1,2015,1,0,0,1,267
19657,3253.0,50,17,0,2015,1,0,0,1,481
19667,3256.0,50,17,0,2015,1,0,0,1,1392
19677,3257.0,50,17,1,2015,1,0,0,1,84
19687,3258.0,50,17,0,2015,1,0,0,1,624
19697,3259.0,50,17,1,2015,1,0,0,1,39
19709,3264.0,50,17,1,2015,1,0,0,1,624
19719,3265.0,50,17,1,2015,1,0,0,1,1392
19729,3265.0,50,17,1,2015,1,0,0,1,481
19754,3270.0,50,17,1,2015,1,0,0,1,264
19764,3272.0,50,17,0,2015,1,0,0,1,258
19774,3272.0,50,17,1,2015,1,0,0,1,1392
19785,3274.0,50,17,0,2015,1,0,0,1,90
19796,3275.0,50,17,1,2015,1,0,0,1,1392
19806,3276.0,50,17,0,2015,1,0,0,1,176
19822,3283.0,49,17,0,2015,1,0,0,1,264
19833,3288.0,49,17,0,2015,1,0,0,1,624
19851,3291.0,49,17,1,2015,1,0,0,1,219
19861,3292.0,49,17,1,2015,1,0,0,1,197
19878,3294.0,49,17,0,2015,1,0,0,1,305
19888,3294.0,49,17,1,2015,1,0,0,1,403
19898,3296.0,49,17,0,2015,1,0,0,1,121
19915,3300.0,49,17,1,2015,1,0,0,1,1392
19925,3301.0,49,17,0,2015,1,0,0,1,219
19935,3302.0,49,17,1,2015,1,0,0,1,147
19951,3303.0,49,17,1,2015,1,0,0,1,267
19962,3303.0,49,17,0,2015,1,0,0,1,219
19973,3304.0,49,17,0,2015,1,0,0,1,481
19983,3305.0,49,17,1,2015,1,0,0,1,1392
19994,3308.0,49,17,0,2015,1,0,0,1,305
20004,3309.0,49,17,1,2015,1,0,0,1,305
20014,3310.0,49,17,1,2015,1,0,0,1,267
20024,3313.0,49,17,1,2015,1,0,0,1,1392
20034,3315.0,49,17,0,2015,1,0,0,1,1392
20044,3317.0,49,17,0,2015,1,0,0,1,197
20054,3318.0,49,17,1,2015,1,0,0,1,258
20065,3321.0,49,17,1,2015,1,0,0,1,481
20075,3326.0,49,17,1,2015,1,0,0,1,121
20085,3326.0,49,17,0,2015,1,0,0,1,267
20095,3326.0,49,17,1,2015,1,0,0,1,305
20105,3327.0,49,17,0,2015,1,0,0,1,176
20115,3329.0,49,17,0,2015,1,0,0,1,1392
20125,3331.0,49,17,0,2015,1,0,0,1,264
20135,3331.0,49,17,0,2015,1,0,0,1,267
20151,3333.0,49,17,0,2015,1,0,0,1,264
20161,3335.0,49,17,1,2015,1,0,0,1,1392
20171,3335.0,49,17,0,2015,1,0,0,1,624
20181,3335.0,49,17,1,2015,1,0,0,1,89
20193,3338.0,49,17,0,2015,1,0,0,1,121
20203,3339.0,49,17,0,2015,1,0,0,1,481
20213,3340.0,49,17,1,2015,1,0,0,1,84
20229,3343.0,49,17,1,2015,1,0,0,1,1392
20240,3348.0,49,17,1,2015,1,0,0,1,118
20263,3351.0,49,17,1,2015,1,0,0,1,267
20273,3353.0,49,17,0,2015,1,0,0,1,90
20283,3354.0,49,17,1,2015,1,0,0,1,403
20294,3355.0,49,17,0,2015,1,0,0,1,1392
20318,3362.0,49,17,0,2015,1,0,0,1,219
20328,3363.0,49,17,0,2015,1,0,0,1,90
20338,3363.0,49,17,1,2015,1,0,0,1,121
20348,3367.0,49,17,0,2015,1,0,0,1,1392
20376,3370.0,49,17,0,2015,1,0,0,1,176
20386,3371.0,49,17,1,2015,1,0,0,1,481
20402,3372.0,49,17,1,2015,1,0,0,1,481
20412,3372.0,49,17,0,2015,1,0,0,1,264
20422,3373.0,49,17,0,2015,1,0,0,1,403
20433,3373.0,49,17,1,2015,1,0,0,1,1392
20443,3375.0,49,17,1,2015,1,0,0,1,305
20459,3376.0,49,17,0,2015,1,0,0,1,1392
20469,3377.0,49,17,0,2015,1,0,0,1,118
20480,3378.0,49,17,1,2015,1,0,0,1,1392
20490,3378.0,49,17,1,2015,1,0,0,1,1392
20500,3381.0,49,17,0,2015,1,0,0,1,624
20510,3381.0,49,17,0,2015,1,0,0,1,403
20520,3384.0,49,17,0,2015,1,0,0,1,1392
20530,3385.0,49,17,1,2015,1,0,0,1,101
20547,3390.0,49,17,1,2015,1,0,0,1,624
20557,3391.0,49,17,0,2015,1,0,0,1,219
20573,3393.0,49,17,0,2015,1,0,0,1,305
20583,3394.0,49,17,0,2015,1,0,0,1,264
20593,3394.0,49,17,0,2015,1,0,0,1,72
20603,3395.0,49,17,1,2015,1,0,0,1,147
20613,3395.0,49,17,1,2015,1,0,0,1,264
20635,3398.0,49,17,1,2015,1,0,0,1,1392
20645,3398.0,49,17,0,2015,1,0,0,1,1392
20661,3399.0,49,17,0,2015,1,0,0,1,160
20684,3402.0,49,17,1,2015,1,0,0,1,267
20700,3406.0,49,17,0,2015,1,0,0,1,84
20710,3407.0,49,17,0,2015,1,0,0,1,118
20721,3412.0,49,17,0,2015,1,0,0,1,624
20742,3415.0,49,16,0,2015,1,0,0,1,109
20758,3416.0,49,16,1,2015,1,0,0,1,1392
20774,3419.0,49,16,0,2015,1,0,0,1,481
20790,3422.0,49,16,1,2015,1,0,0,1,1392
